date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:21:48	3284/3284	---M--	200	added ('OK')	image/gif	date:Sat,%2014%20Sep%202019%2000:38:32%20GMT	https://www.haircoatbd.com/wp-content/themes/betheme/assets/jplayer/css/jplayer.blue.monday.seeking.gif	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-content/themes/betheme/assets/jplayer/css/jplayer.blue.monday.seeking.gif	(from https://www.haircoatbd.com/wp-content/themes/betheme/assets/jplayer/css/jplayer.blue.monday.css?ver=16.8)
23:21:50	76518/76518	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2013%20Sep%202019%2011:38:32%20GMT	https://www.haircoatbd.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.eot?v=4.6.3	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont5b62.eot	(from https://www.haircoatbd.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=5.0.1)
23:21:50	76518/76518	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2013%20Sep%202019%2011:38:32%20GMT	https://www.haircoatbd.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.eot?	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://www.haircoatbd.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=5.0.1)
23:21:51	71896/71896	---M--	200	added ('OK')	font/woff2	date:Fri,%2013%20Sep%202019%2011:38:32%20GMT	https://www.haircoatbd.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.woff2?v=4.6.3	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont5b62.woff2	(from https://www.haircoatbd.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=5.0.1)
23:21:52	90412/90412	---M--	200	added ('OK')	font/woff	date:Fri,%2013%20Sep%202019%2011:38:32%20GMT	https://www.haircoatbd.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.woff?v=4.6.3	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont5b62.woff	(from https://www.haircoatbd.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=5.0.1)
23:21:54	152796/152796	---M-Z	200	added ('OK')	font/ttf	date:Fri,%2013%20Sep%202019%2011:38:32%20GMT	https://www.haircoatbd.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.ttf?v=4.6.3	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont5b62.ttf	(from https://www.haircoatbd.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=5.0.1)
23:21:55	391622/391622	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2013%20Sep%202019%2011:38:32%20GMT	https://www.haircoatbd.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.svg?v=4.6.3	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont5b62.svg	(from https://www.haircoatbd.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=5.0.1)
23:21:55	1737/1737	---M--	200	added ('OK')	image/gif	date:Sat,%2014%20Sep%202019%2000:38:34%20GMT	https://www.haircoatbd.com/wp-content/themes/betheme/images/shop-loader.gif	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-content/themes/betheme/images/shop-loader.gif	(from https://www.haircoatbd.com/wp-content/themes/betheme/css/woocommerce.css?ver=16.8)
23:21:56	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Mar%202024%2017:51:56%20GMT	https://www.haircoatbd.com/wp-content/plugins/pe-recent-posts/css/animate.css?ver=5.8.9	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-content/plugins/pe-recent-posts/css/animate29ad.css	(from https://www.haircoatbd.com/wig-manufacturers/)
23:21:57	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Mar%202024%2017:51:57%20GMT	https://www.haircoatbd.com/wp-content/plugins/pe-recent-posts/css/pe-recent-posts.css?ver=5.8.9	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-content/plugins/pe-recent-posts/css/pe-recent-posts29ad.css	(from https://www.haircoatbd.com/wig-manufacturers/)
23:21:58	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Mar%202024%2017:51:58%20GMT	https://www.haircoatbd.com/wp-content/plugins/pe-recent-posts/js/bootstrap.min.js?ver=3.3.0	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-content/plugins/pe-recent-posts/js/bootstrap.min9b70.js	(from https://www.haircoatbd.com/wig-manufacturers/)
23:22:00	8183/8183	---M-Z	200	added ('OK')	application/json	date:Sun,%2003%20Mar%202024%2017:52:00%20GMT	https://www.haircoatbd.com/wp-json/wp/v2/pages/3610	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-json/wp/v2/pages/3610.json	(from https://www.haircoatbd.com/wig-manufacturers/)
23:22:02	2523/2523	---M-Z	200	added ('OK')	application/json	date:Sun,%2003%20Mar%202024%2017:52:01%20GMT	https://www.haircoatbd.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.haircoatbd.com%2Fwig-manufacturers%2F	/Users/barath/websites/WigProj/www.haircoatbd.com/wp-json/oembed/1.0/embed1858.json	(from https://www.haircoatbd.com/wig-manufacturers/)
23:22:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Mar%202024%2017:52:02%20GMT	https://www.haircoatbd.com/?p=3610	/Users/barath/websites/WigProj/www.haircoatbd.com/index3097.html	(from https://www.haircoatbd.com/wig-manufacturers/)
